// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 27 benchmark(s) in total *****
// ***** Building 2 exe(s) in Parallel: Start   *****
// ***** Done, took 00:00:06 (6.33 sec)   *****
// Found 27 benchmarks:
//   Kyber_Benchmarking.KeyGen: Job-HRFCSV(Toolchain=InProcessNoEmitToolchain, InvocationCount=1, UnrollFactor=1) [AlgorithmName=Kyber1024]
//   Kyber_Benchmarking.Encaps: Job-HRFCSV(Toolchain=InProcessNoEmitToolchain, InvocationCount=1, UnrollFactor=1) [AlgorithmName=Kyber1024]
//   Kyber_Benchmarking.Decaps: Job-HRFCSV(Toolchain=InProcessNoEmitToolchain, InvocationCount=1, UnrollFactor=1) [AlgorithmName=Kyber1024]
//   Kyber_Benchmarking.KeyGen: Job-BOEMXS(Runtime=.NET 8.0, InvocationCount=1, IterationCount=100, UnrollFactor=1) [AlgorithmName=Kyber1024]
//   Kyber_Benchmarking.Encaps: Job-BOEMXS(Runtime=.NET 8.0, InvocationCount=1, IterationCount=100, UnrollFactor=1) [AlgorithmName=Kyber1024]
//   Kyber_Benchmarking.Decaps: Job-BOEMXS(Runtime=.NET 8.0, InvocationCount=1, IterationCount=100, UnrollFactor=1) [AlgorithmName=Kyber1024]
//   Kyber_Benchmarking.KeyGen: DefaultJob(InvocationCount=1, UnrollFactor=1) [AlgorithmName=Kyber1024]
//   Kyber_Benchmarking.Encaps: DefaultJob(InvocationCount=1, UnrollFactor=1) [AlgorithmName=Kyber1024]
//   Kyber_Benchmarking.Decaps: DefaultJob(InvocationCount=1, UnrollFactor=1) [AlgorithmName=Kyber1024]
//   Kyber_Benchmarking.KeyGen: Job-HRFCSV(Toolchain=InProcessNoEmitToolchain, InvocationCount=1, UnrollFactor=1) [AlgorithmName=Kyber512]
//   Kyber_Benchmarking.Encaps: Job-HRFCSV(Toolchain=InProcessNoEmitToolchain, InvocationCount=1, UnrollFactor=1) [AlgorithmName=Kyber512]
//   Kyber_Benchmarking.Decaps: Job-HRFCSV(Toolchain=InProcessNoEmitToolchain, InvocationCount=1, UnrollFactor=1) [AlgorithmName=Kyber512]
//   Kyber_Benchmarking.KeyGen: Job-BOEMXS(Runtime=.NET 8.0, InvocationCount=1, IterationCount=100, UnrollFactor=1) [AlgorithmName=Kyber512]
//   Kyber_Benchmarking.Encaps: Job-BOEMXS(Runtime=.NET 8.0, InvocationCount=1, IterationCount=100, UnrollFactor=1) [AlgorithmName=Kyber512]
//   Kyber_Benchmarking.Decaps: Job-BOEMXS(Runtime=.NET 8.0, InvocationCount=1, IterationCount=100, UnrollFactor=1) [AlgorithmName=Kyber512]
//   Kyber_Benchmarking.KeyGen: DefaultJob(InvocationCount=1, UnrollFactor=1) [AlgorithmName=Kyber512]
//   Kyber_Benchmarking.Encaps: DefaultJob(InvocationCount=1, UnrollFactor=1) [AlgorithmName=Kyber512]
//   Kyber_Benchmarking.Decaps: DefaultJob(InvocationCount=1, UnrollFactor=1) [AlgorithmName=Kyber512]
//   Kyber_Benchmarking.KeyGen: Job-HRFCSV(Toolchain=InProcessNoEmitToolchain, InvocationCount=1, UnrollFactor=1) [AlgorithmName=Kyber768]
//   Kyber_Benchmarking.Encaps: Job-HRFCSV(Toolchain=InProcessNoEmitToolchain, InvocationCount=1, UnrollFactor=1) [AlgorithmName=Kyber768]
//   Kyber_Benchmarking.Decaps: Job-HRFCSV(Toolchain=InProcessNoEmitToolchain, InvocationCount=1, UnrollFactor=1) [AlgorithmName=Kyber768]
//   Kyber_Benchmarking.KeyGen: Job-BOEMXS(Runtime=.NET 8.0, InvocationCount=1, IterationCount=100, UnrollFactor=1) [AlgorithmName=Kyber768]
//   Kyber_Benchmarking.Encaps: Job-BOEMXS(Runtime=.NET 8.0, InvocationCount=1, IterationCount=100, UnrollFactor=1) [AlgorithmName=Kyber768]
//   Kyber_Benchmarking.Decaps: Job-BOEMXS(Runtime=.NET 8.0, InvocationCount=1, IterationCount=100, UnrollFactor=1) [AlgorithmName=Kyber768]
//   Kyber_Benchmarking.KeyGen: DefaultJob(InvocationCount=1, UnrollFactor=1) [AlgorithmName=Kyber768]
//   Kyber_Benchmarking.Encaps: DefaultJob(InvocationCount=1, UnrollFactor=1) [AlgorithmName=Kyber768]
//   Kyber_Benchmarking.Decaps: DefaultJob(InvocationCount=1, UnrollFactor=1) [AlgorithmName=Kyber768]

Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: Höchstleistung)
// **************************
// Benchmark: Kyber_Benchmarking.KeyGen: Job-HRFCSV(Toolchain=InProcessNoEmitToolchain, InvocationCount=1, UnrollFactor=1) [AlgorithmName=Kyber1024]
// *** Execute ***
// Launch: 1 / 1

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.15.2
// Runtime=.NET 8.0.16 (8.0.1625.21506), X64 RyuJIT AVX2
// GC=Concurrent Workstation
// HardwareIntrinsics=AVX2,AES,BMI1,BMI2,FMA,LZCNT,PCLMUL,POPCNT VectorSize=256
// Job: Job-HRFCSV(Toolchain=InProcessNoEmitToolchain, InvocationCount=1, UnrollFactor=1)

WorkloadResult  42: 1 op, 254200.00 ns, 254.2000 us/op
WorkloadResult  43: 1 op, 419700.00 ns, 419.7000 us/op
WorkloadResult  44: 1 op, 334300.00 ns, 334.3000 us/op
WorkloadResult  45: 1 op, 344300.00 ns, 344.3000 us/op
WorkloadResult  46: 1 op, 362000.00 ns, 362.0000 us/op
WorkloadResult  47: 1 op, 257700.00 ns, 257.7000 us/op
WorkloadResult  48: 1 op, 292300.00 ns, 292.3000 us/op
WorkloadResult  49: 1 op, 393000.00 ns, 393.0000 us/op
WorkloadResult  50: 1 op, 308700.00 ns, 308.7000 us/op
WorkloadResult  51: 1 op, 292500.00 ns, 292.5000 us/op
WorkloadResult  52: 1 op, 331800.00 ns, 331.8000 us/op
WorkloadResult  53: 1 op, 326800.00 ns, 326.8000 us/op
WorkloadResult  54: 1 op, 306500.00 ns, 306.5000 us/op
WorkloadResult  55: 1 op, 277800.00 ns, 277.8000 us/op
WorkloadResult  56: 1 op, 287600.00 ns, 287.6000 us/op
WorkloadResult  57: 1 op, 259200.00 ns, 259.2000 us/op
WorkloadResult  58: 1 op, 282900.00 ns, 282.9000 us/op
WorkloadResult  59: 1 op, 268300.00 ns, 268.3000 us/op
WorkloadResult  60: 1 op, 252800.00 ns, 252.8000 us/op
WorkloadResult  61: 1 op, 259600.00 ns, 259.6000 us/op
WorkloadResult  62: 1 op, 267400.00 ns, 267.4000 us/op
WorkloadResult  63: 1 op, 313900.00 ns, 313.9000 us/op
WorkloadResult  64: 1 op, 375900.00 ns, 375.9000 us/op
WorkloadResult  65: 1 op, 287600.00 ns, 287.6000 us/op
WorkloadResult  66: 1 op, 316200.00 ns, 316.2000 us/op
WorkloadResult  67: 1 op, 276700.00 ns, 276.7000 us/op
WorkloadResult  68: 1 op, 246800.00 ns, 246.8000 us/op
WorkloadResult  69: 1 op, 254400.00 ns, 254.4000 us/op
WorkloadResult  70: 1 op, 383600.00 ns, 383.6000 us/op
WorkloadResult  71: 1 op, 345600.00 ns, 345.6000 us/op
WorkloadResult  72: 1 op, 313900.00 ns, 313.9000 us/op
WorkloadResult  73: 1 op, 346300.00 ns, 346.3000 us/op
WorkloadResult  74: 1 op, 301700.00 ns, 301.7000 us/op
WorkloadResult  75: 1 op, 429000.00 ns, 429.0000 us/op
WorkloadResult  76: 1 op, 377300.00 ns, 377.3000 us/op
WorkloadResult  77: 1 op, 293200.00 ns, 293.2000 us/op
WorkloadResult  78: 1 op, 286200.00 ns, 286.2000 us/op
WorkloadResult  79: 1 op, 283200.00 ns, 283.2000 us/op
WorkloadResult  80: 1 op, 255900.00 ns, 255.9000 us/op
WorkloadResult  81: 1 op, 300000.00 ns, 300.0000 us/op
WorkloadResult  82: 1 op, 269000.00 ns, 269.0000 us/op
WorkloadResult  83: 1 op, 382300.00 ns, 382.3000 us/op
WorkloadResult  84: 1 op, 391000.00 ns, 391.0000 us/op
WorkloadResult  85: 1 op, 425600.00 ns, 425.6000 us/op
WorkloadResult  86: 1 op, 424900.00 ns, 424.9000 us/op
WorkloadResult  87: 1 op, 458100.00 ns, 458.1000 us/op
WorkloadResult  88: 1 op, 445600.00 ns, 445.6000 us/op
WorkloadResult  89: 1 op, 553800.00 ns, 553.8000 us/op
WorkloadResult  90: 1 op, 477800.00 ns, 477.8000 us/op
WorkloadResult  91: 1 op, 458900.00 ns, 458.9000 us/op
WorkloadResult  92: 1 op, 437000.00 ns, 437.0000 us/op
WorkloadResult  93: 1 op, 372900.00 ns, 372.9000 us/op
WorkloadResult  94: 1 op, 550000.00 ns, 550.0000 us/op
WorkloadResult  95: 1 op, 531300.00 ns, 531.3000 us/op
WorkloadResult  96: 1 op, 396300.00 ns, 396.3000 us/op
// GC:  0 0 0 1648 1
// Threading:  0 0 1

// AfterAll
// Benchmark Process 3524 has exited with code 0.

Mean = 338.905 μs, StdErr = 8.068 μs (2.38%), N = 96, StdDev = 79.048 μs
Min = 246.800 μs, Q1 = 274.100 μs, Median = 313.900 μs, Q3 = 393.125 μs, Max = 556.900 μs
IQR = 119.025 μs, LowerFence = 95.562 μs, UpperFence = 571.663 μs
ConfidenceInterval = [311.508 μs; 366.303 μs] (CI 99.9%), Margin = 27.398 μs (8.08% of Mean)
Skewness = 0.87, Kurtosis = 2.97, MValue = 2.63

// ** Remained 19 (70,4 %) benchmark(s) to run. Estimated finish 2025-07-05 0:09 (0h 1m from now) **
Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: Höchstleistung)
// **************************
// Benchmark: Kyber_Benchmarking.Decaps: DefaultJob(InvocationCount=1, UnrollFactor=1) [AlgorithmName=Kyber1024]
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet Liboqs_implementation-Job-BOEMXS-2.dll --anonymousPipes 1320 1656 --benchmarkName "Liboqs_implementation.Kyber_Benchmarking.Decapsulation(AlgorithmName: \"Kyber1024\")" --job DefaultJob --benchmarkId 5 in C:\Users\olesc\Desktop\liboqs\liboqs-Kyber-.NET-integration-and-benchmarking\Liboqs_implementation\bin\Release\net8.0\Liboqs_implementation-Job-BOEMXS-2\bin\Release\net8.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.15.2
// Runtime=.NET 8.0.16 (8.0.1625.21506), X64 RyuJIT AVX2
// GC=Concurrent Workstation
// HardwareIntrinsics=AVX2,AES,BMI1,BMI2,FMA,LZCNT,PCLMUL,POPCNT VectorSize=256
// Job: DefaultJob(InvocationCount=1, UnrollFactor=1)

TEST
OverheadJitting  1: 1 op, 259000.00 ns, 259.0000 us/op
WorkloadJitting  1: 1 op, 757800.00 ns, 757.8000 us/op

OverheadWarmup   1: 1 op, 200.00 ns, 200.0000 ns/op
OverheadWarmup   2: 1 op, 100.00 ns, 100.0000 ns/op
OverheadWarmup   3: 1 op, 200.00 ns, 200.0000 ns/op
OverheadWarmup   4: 1 op, 100.00 ns, 100.0000 ns/op
OverheadWarmup   5: 1 op, 200.00 ns, 200.0000 ns/op
OverheadWarmup   6: 1 op, 100.00 ns, 100.0000 ns/op

OverheadActual   1: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   2: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   3: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual   4: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual   5: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual   6: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual   7: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   8: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   9: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  10: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  11: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  12: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  13: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  14: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  15: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  16: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  17: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  18: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  19: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  20: 1 op, 200.00 ns, 200.0000 ns/op

OverheadWarmup   1: 1 op, 100.00 ns, 100.0000 ns/op
OverheadWarmup   2: 1 op, 200.00 ns, 200.0000 ns/op
OverheadWarmup   3: 1 op, 100.00 ns, 100.0000 ns/op
OverheadWarmup   4: 1 op, 100.00 ns, 100.0000 ns/op
OverheadWarmup   5: 1 op, 200.00 ns, 200.0000 ns/op
OverheadWarmup   6: 1 op, 100.00 ns, 100.0000 ns/op

// BeforeActualRun
WorkloadActual   1: 1 op, 171400.00 ns, 171.4000 us/op
WorkloadActual   2: 1 op, 154900.00 ns, 154.9000 us/op
WorkloadActual   3: 1 op, 154000.00 ns, 154.0000 us/op
WorkloadActual   4: 1 op, 161700.00 ns, 161.7000 us/op
WorkloadActual   5: 1 op, 166700.00 ns, 166.7000 us/op
WorkloadActual   6: 1 op, 156900.00 ns, 156.9000 us/op
WorkloadActual   7: 1 op, 153900.00 ns, 153.9000 us/op
WorkloadActual   8: 1 op, 159000.00 ns, 159.0000 us/op
WorkloadActual   9: 1 op, 277800.00 ns, 277.8000 us/op
WorkloadActual  10: 1 op, 167400.00 ns, 167.4000 us/op
WorkloadActual  11: 1 op, 153600.00 ns, 153.6000 us/op
WorkloadActual  12: 1 op, 161400.00 ns, 161.4000 us/op
WorkloadActual  13: 1 op, 154000.00 ns, 154.0000 us/op
WorkloadActual  14: 1 op, 159200.00 ns, 159.2000 us/op
WorkloadActual  15: 1 op, 185600.00 ns, 185.6000 us/op
WorkloadActual  16: 1 op, 160600.00 ns, 160.6000 us/op
WorkloadActual  17: 1 op, 184500.00 ns, 184.5000 us/op
WorkloadActual  18: 1 op, 158200.00 ns, 158.2000 us/op
WorkloadActual  19: 1 op, 247700.00 ns, 247.7000 us/op
WorkloadActual  20: 1 op, 172900.00 ns, 172.9000 us/op
WorkloadActual  21: 1 op, 156000.00 ns, 156.0000 us/op
WorkloadActual  22: 1 op, 186700.00 ns, 186.7000 us/op
WorkloadActual  23: 1 op, 182500.00 ns, 182.5000 us/op
WorkloadActual  24: 1 op, 156000.00 ns, 156.0000 us/op
WorkloadActual  25: 1 op, 153200.00 ns, 153.2000 us/op
WorkloadActual  26: 1 op, 154200.00 ns, 154.2000 us/op
WorkloadActual  27: 1 op, 164300.00 ns, 164.3000 us/op
WorkloadActual  28: 1 op, 209600.00 ns, 209.6000 us/op
WorkloadActual  29: 1 op, 154700.00 ns, 154.7000 us/op
WorkloadActual  30: 1 op, 154400.00 ns, 154.4000 us/op
WorkloadActual  31: 1 op, 182400.00 ns, 182.4000 us/op
WorkloadActual  32: 1 op, 177500.00 ns, 177.5000 us/op
WorkloadActual  33: 1 op, 154400.00 ns, 154.4000 us/op
WorkloadActual  34: 1 op, 155500.00 ns, 155.5000 us/op
WorkloadActual  35: 1 op, 175100.00 ns, 175.1000 us/op
WorkloadActual  36: 1 op, 157600.00 ns, 157.6000 us/op
WorkloadActual  37: 1 op, 156000.00 ns, 156.0000 us/op
WorkloadActual  38: 1 op, 155400.00 ns, 155.4000 us/op
WorkloadActual  39: 1 op, 154600.00 ns, 154.6000 us/op
WorkloadActual  40: 1 op, 186900.00 ns, 186.9000 us/op
WorkloadActual  41: 1 op, 173800.00 ns, 173.8000 us/op
WorkloadActual  42: 1 op, 155600.00 ns, 155.6000 us/op
WorkloadActual  43: 1 op, 154600.00 ns, 154.6000 us/op
WorkloadActual  44: 1 op, 175700.00 ns, 175.7000 us/op
WorkloadActual  45: 1 op, 154200.00 ns, 154.2000 us/op
WorkloadActual  46: 1 op, 181100.00 ns, 181.1000 us/op
WorkloadActual  47: 1 op, 155100.00 ns, 155.1000 us/op
WorkloadActual  48: 1 op, 155000.00 ns, 155.0000 us/op
WorkloadActual  49: 1 op, 155900.00 ns, 155.9000 us/op
WorkloadActual  50: 1 op, 244400.00 ns, 244.4000 us/op
WorkloadActual  51: 1 op, 154900.00 ns, 154.9000 us/op
WorkloadActual  52: 1 op, 227000.00 ns, 227.0000 us/op
WorkloadActual  53: 1 op, 156700.00 ns, 156.7000 us/op
WorkloadActual  54: 1 op, 155200.00 ns, 155.2000 us/op
WorkloadActual  55: 1 op, 160500.00 ns, 160.5000 us/op
WorkloadActual  56: 1 op, 179900.00 ns, 179.9000 us/op
WorkloadActual  57: 1 op, 154500.00 ns, 154.5000 us/op
WorkloadActual  58: 1 op, 154900.00 ns, 154.9000 us/op
WorkloadActual  59: 1 op, 157100.00 ns, 157.1000 us/op
WorkloadActual  60: 1 op, 156000.00 ns, 156.0000 us/op
WorkloadActual  61: 1 op, 182200.00 ns, 182.2000 us/op
WorkloadActual  62: 1 op, 196100.00 ns, 196.1000 us/op
WorkloadActual  63: 1 op, 168300.00 ns, 168.3000 us/op
WorkloadActual  64: 1 op, 181900.00 ns, 181.9000 us/op
WorkloadActual  65: 1 op, 154900.00 ns, 154.9000 us/op
WorkloadActual  66: 1 op, 188200.00 ns, 188.2000 us/op
WorkloadActual  67: 1 op, 170800.00 ns, 170.8000 us/op
WorkloadActual  68: 1 op, 162900.00 ns, 162.9000 us/op
WorkloadActual  69: 1 op, 154800.00 ns, 154.8000 us/op
WorkloadActual  70: 1 op, 167100.00 ns, 167.1000 us/op
WorkloadActual  71: 1 op, 154900.00 ns, 154.9000 us/op
WorkloadActual  72: 1 op, 155700.00 ns, 155.7000 us/op
WorkloadActual  73: 1 op, 155900.00 ns, 155.9000 us/op
WorkloadActual  74: 1 op, 155700.00 ns, 155.7000 us/op
WorkloadActual  75: 1 op, 230900.00 ns, 230.9000 us/op
WorkloadActual  76: 1 op, 184400.00 ns, 184.4000 us/op
WorkloadActual  77: 1 op, 161200.00 ns, 161.2000 us/op
WorkloadActual  78: 1 op, 191000.00 ns, 191.0000 us/op
WorkloadActual  79: 1 op, 194100.00 ns, 194.1000 us/op
WorkloadActual  80: 1 op, 156400.00 ns, 156.4000 us/op
WorkloadActual  81: 1 op, 176900.00 ns, 176.9000 us/op
WorkloadActual  82: 1 op, 155900.00 ns, 155.9000 us/op
WorkloadActual  83: 1 op, 182800.00 ns, 182.8000 us/op
WorkloadActual  84: 1 op, 181500.00 ns, 181.5000 us/op
WorkloadActual  85: 1 op, 179500.00 ns, 179.5000 us/op
WorkloadActual  86: 1 op, 156100.00 ns, 156.1000 us/op
WorkloadActual  87: 1 op, 154400.00 ns, 154.4000 us/op
WorkloadActual  88: 1 op, 158800.00 ns, 158.8000 us/op
WorkloadActual  89: 1 op, 161500.00 ns, 161.5000 us/op
WorkloadActual  90: 1 op, 219300.00 ns, 219.3000 us/op
WorkloadActual  91: 1 op, 156600.00 ns, 156.6000 us/op
WorkloadActual  92: 1 op, 158500.00 ns, 158.5000 us/op
WorkloadActual  93: 1 op, 157400.00 ns, 157.4000 us/op
WorkloadActual  94: 1 op, 156200.00 ns, 156.2000 us/op
WorkloadActual  95: 1 op, 155500.00 ns, 155.5000 us/op
WorkloadActual  96: 1 op, 155800.00 ns, 155.8000 us/op
WorkloadActual  97: 1 op, 271300.00 ns, 271.3000 us/op
WorkloadActual  98: 1 op, 161200.00 ns, 161.2000 us/op
WorkloadActual  99: 1 op, 156900.00 ns, 156.9000 us/op
WorkloadActual  100: 1 op, 158400.00 ns, 158.4000 us/op

// AfterActualRun
WorkloadResult   1: 1 op, 171250.00 ns, 171.2500 us/op
WorkloadResult   2: 1 op, 154750.00 ns, 154.7500 us/op
WorkloadResult   3: 1 op, 153850.00 ns, 153.8500 us/op
WorkloadResult   4: 1 op, 161550.00 ns, 161.5500 us/op
WorkloadResult   5: 1 op, 166550.00 ns, 166.5500 us/op
WorkloadResult   6: 1 op, 156750.00 ns, 156.7500 us/op
WorkloadResult   7: 1 op, 153750.00 ns, 153.7500 us/op
WorkloadResult   8: 1 op, 158850.00 ns, 158.8500 us/op
WorkloadResult   9: 1 op, 167250.00 ns, 167.2500 us/op
WorkloadResult  10: 1 op, 153450.00 ns, 153.4500 us/op
WorkloadResult  11: 1 op, 161250.00 ns, 161.2500 us/op
WorkloadResult  12: 1 op, 153850.00 ns, 153.8500 us/op
WorkloadResult  13: 1 op, 159050.00 ns, 159.0500 us/op
WorkloadResult  14: 1 op, 185450.00 ns, 185.4500 us/op
WorkloadResult  15: 1 op, 160450.00 ns, 160.4500 us/op
WorkloadResult  16: 1 op, 184350.00 ns, 184.3500 us/op
WorkloadResult  17: 1 op, 158050.00 ns, 158.0500 us/op
WorkloadResult  18: 1 op, 172750.00 ns, 172.7500 us/op
WorkloadResult  19: 1 op, 155850.00 ns, 155.8500 us/op
WorkloadResult  20: 1 op, 186550.00 ns, 186.5500 us/op
WorkloadResult  21: 1 op, 182350.00 ns, 182.3500 us/op
WorkloadResult  22: 1 op, 155850.00 ns, 155.8500 us/op
WorkloadResult  23: 1 op, 153050.00 ns, 153.0500 us/op
WorkloadResult  24: 1 op, 154050.00 ns, 154.0500 us/op
WorkloadResult  25: 1 op, 164150.00 ns, 164.1500 us/op
WorkloadResult  26: 1 op, 209450.00 ns, 209.4500 us/op
WorkloadResult  27: 1 op, 154550.00 ns, 154.5500 us/op
WorkloadResult  28: 1 op, 154250.00 ns, 154.2500 us/op
WorkloadResult  29: 1 op, 182250.00 ns, 182.2500 us/op
WorkloadResult  30: 1 op, 177350.00 ns, 177.3500 us/op
WorkloadResult  31: 1 op, 154250.00 ns, 154.2500 us/op
WorkloadResult  32: 1 op, 155350.00 ns, 155.3500 us/op
WorkloadResult  33: 1 op, 174950.00 ns, 174.9500 us/op
WorkloadResult  34: 1 op, 157450.00 ns, 157.4500 us/op
WorkloadResult  35: 1 op, 155850.00 ns, 155.8500 us/op
WorkloadResult  36: 1 op, 155250.00 ns, 155.2500 us/op
WorkloadResult  37: 1 op, 154450.00 ns, 154.4500 us/op
WorkloadResult  38: 1 op, 186750.00 ns, 186.7500 us/op
WorkloadResult  39: 1 op, 173650.00 ns, 173.6500 us/op
WorkloadResult  40: 1 op, 155450.00 ns, 155.4500 us/op
WorkloadResult  41: 1 op, 154450.00 ns, 154.4500 us/op
WorkloadResult  42: 1 op, 175550.00 ns, 175.5500 us/op
WorkloadResult  43: 1 op, 154050.00 ns, 154.0500 us/op
WorkloadResult  44: 1 op, 180950.00 ns, 180.9500 us/op
WorkloadResult  45: 1 op, 154950.00 ns, 154.9500 us/op
WorkloadResult  46: 1 op, 154850.00 ns, 154.8500 us/op
WorkloadResult  47: 1 op, 155750.00 ns, 155.7500 us/op
WorkloadResult  48: 1 op, 154750.00 ns, 154.7500 us/op
WorkloadResult  49: 1 op, 156550.00 ns, 156.5500 us/op
WorkloadResult  50: 1 op, 155050.00 ns, 155.0500 us/op
WorkloadResult  51: 1 op, 160350.00 ns, 160.3500 us/op
WorkloadResult  52: 1 op, 179750.00 ns, 179.7500 us/op
WorkloadResult  53: 1 op, 154350.00 ns, 154.3500 us/op
WorkloadResult  54: 1 op, 154750.00 ns, 154.7500 us/op
WorkloadResult  55: 1 op, 156950.00 ns, 156.9500 us/op
WorkloadResult  56: 1 op, 155850.00 ns, 155.8500 us/op
WorkloadResult  57: 1 op, 182050.00 ns, 182.0500 us/op
WorkloadResult  58: 1 op, 195950.00 ns, 195.9500 us/op
WorkloadResult  59: 1 op, 168150.00 ns, 168.1500 us/op
WorkloadResult  60: 1 op, 181750.00 ns, 181.7500 us/op
WorkloadResult  61: 1 op, 154750.00 ns, 154.7500 us/op
WorkloadResult  62: 1 op, 188050.00 ns, 188.0500 us/op
WorkloadResult  63: 1 op, 170650.00 ns, 170.6500 us/op
WorkloadResult  64: 1 op, 162750.00 ns, 162.7500 us/op
WorkloadResult  65: 1 op, 154650.00 ns, 154.6500 us/op
WorkloadResult  66: 1 op, 166950.00 ns, 166.9500 us/op
WorkloadResult  67: 1 op, 154750.00 ns, 154.7500 us/op
WorkloadResult  68: 1 op, 155550.00 ns, 155.5500 us/op
WorkloadResult  69: 1 op, 155750.00 ns, 155.7500 us/op
WorkloadResult  70: 1 op, 155550.00 ns, 155.5500 us/op
WorkloadResult  71: 1 op, 184250.00 ns, 184.2500 us/op
WorkloadResult  72: 1 op, 161050.00 ns, 161.0500 us/op
WorkloadResult  73: 1 op, 190850.00 ns, 190.8500 us/op
WorkloadResult  74: 1 op, 193950.00 ns, 193.9500 us/op
WorkloadResult  75: 1 op, 156250.00 ns, 156.2500 us/op
WorkloadResult  76: 1 op, 176750.00 ns, 176.7500 us/op
WorkloadResult  77: 1 op, 155750.00 ns, 155.7500 us/op
WorkloadResult  78: 1 op, 182650.00 ns, 182.6500 us/op
WorkloadResult  79: 1 op, 181350.00 ns, 181.3500 us/op
WorkloadResult  80: 1 op, 179350.00 ns, 179.3500 us/op
WorkloadResult  81: 1 op, 155950.00 ns, 155.9500 us/op
WorkloadResult  82: 1 op, 154250.00 ns, 154.2500 us/op
WorkloadResult  83: 1 op, 158650.00 ns, 158.6500 us/op
WorkloadResult  84: 1 op, 161350.00 ns, 161.3500 us/op
WorkloadResult  85: 1 op, 156450.00 ns, 156.4500 us/op
WorkloadResult  86: 1 op, 158350.00 ns, 158.3500 us/op
WorkloadResult  87: 1 op, 157250.00 ns, 157.2500 us/op
WorkloadResult  88: 1 op, 156050.00 ns, 156.0500 us/op
WorkloadResult  89: 1 op, 155350.00 ns, 155.3500 us/op
WorkloadResult  90: 1 op, 155650.00 ns, 155.6500 us/op
WorkloadResult  91: 1 op, 161050.00 ns, 161.0500 us/op
WorkloadResult  92: 1 op, 156750.00 ns, 156.7500 us/op
WorkloadResult  93: 1 op, 158250.00 ns, 158.2500 us/op
// GC:  0 0 0 56 1
// Threading:  0 0 1

// AfterAll
// Benchmark Process 18968 has exited with code 0.

Mean = 164.517 μs, StdErr = 1.330 μs (0.81%), N = 93, StdDev = 12.822 μs
Min = 153.050 μs, Q1 = 155.250 μs, Median = 157.450 μs, Q3 = 173.650 μs, Max = 209.450 μs
IQR = 18.400 μs, LowerFence = 127.650 μs, UpperFence = 201.250 μs
ConfidenceInterval = [159.997 μs; 169.036 μs] (CI 99.9%), Margin = 4.520 μs (2.75% of Mean)
Skewness = 1.2, Kurtosis = 3.5, MValue = 2.47

// ** Remained 18 (66,7 %) benchmark(s) to run. Estimated finish 2025-07-05 0:09 (0h 1m from now) **
Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: Höchstleistung)
// **************************
// Benchmark: Kyber_Benchmarking.KeyGen: Job-HRFCSV(Toolchain=InProcessNoEmitToolchain, InvocationCount=1, UnrollFactor=1) [AlgorithmName=Kyber512]
// *** Execute ***
// Launch: 1 / 1

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.15.2
// Runtime=.NET 8.0.16 (8.0.1625.21506), X64 RyuJIT AVX2
// GC=Concurrent Workstation
// HardwareIntrinsics=AVX2,AES,BMI1,BMI2,FMA,LZCNT,PCLMUL,POPCNT VectorSize=256
// Job: Job-HRFCSV(Toolchain=InProcessNoEmitToolchain, InvocationCount=1, UnrollFactor=1)

OverheadJitting  1: 1 op, 1100.00 ns, 1.1000 us/op
WorkloadJitting  1: 1 op, 210100.00 ns, 210.1000 us/op

OverheadWarmup   1: 1 op, 1000.00 ns, 1.0000 us/op
OverheadWarmup   2: 1 op, 300.00 ns, 300.0000 ns/op
